,股票代码,综合排名,最新季报增长率,EPS,股价强度,SMR,收益额增长稳定性,ROE,年度新高,量比变化,,行业板块,行业板块强度,季报日期,公告日,港股持股比例,当日涨幅,最新业绩预告,预告下限,预告上线
,code,cumulative_rank,new_quarter_eps,eps,rps,smr,eps_stability,roe,decline_range,volume_ratio,index_code,industry_name,industry_rps,period_date,ann_date,hk_hold,pct_chg,forecast,p_change_min,p_change_max
2866,600962.SH,81.7,-31.58,97.7,51.5,91.3,90.2,0.4279,-12.9,1.11,850151.SI,果蔬加工,23.3,2020-03-31,2020-04-29,,-1.67,,,
2867,600963.SH,74.5,378.26,98.0,18.6,94.2,77.9,3.8135,-16.1,0.93,851411.SI,造纸,55.5,2020-03-31,2020-04-28,0.03,-2.47,预增,,
2868,600965.SH,8.6,-60.0,49.3,6.5,37.7,18.2,10.4766,-39.6,1.11,852151.SI,其他休闲服务,5.7,2020-03-31,2020-04-28,0.94,-1.21,,,
2869,600966.SH,97.3,51.42,87.9,98.0,83.6,85.8,2.57,-7.5,1.05,851411.SI,造纸,55.5,2020-03-31,2020-04-28,,-0.22,,,
2870,600967.SH,47.6,7.41,44.0,47.0,68.5,29.0,6.4892,-15.3,0.48,857431.SI,地面兵装,39.6,2020-03-31,2020-04-28,0.98,-1.72,,,
2871,600969.SH,35.2,-47.5,41.7,31.7,44.3,24.5,1.5915,-21.9,1.34,851612.SI,水电,67.4,2020-03-31,2020-04-29,,-1.12,,,
2872,600970.SH,43.4,-23.08,83.5,30.0,46.8,19.9,16.8551,-20.2,0.8,857243.SI,国际工程承包,7.0,2020-03-31,2020-04-28,0.96,-1.28,,,
2873,600971.SH,61.6,-15.0,99.6,37.8,56.2,96.9,13.6354,-18.4,1.05,850221.SI,煤炭开采,10.1,2020-03-31,2020-04-27,3.62,-0.59,,,
2874,600973.SH,40.7,-5.88,39.5,60.6,56.4,25.2,4.1179,-19.0,1.12,857344.SI,线缆部件及其他,15.0,2020-03-31,2020-04-30,0.71,0.75,,,
2875,600975.SH,53.5,400.0,63.6,28.3,97.0,70.9,5.582,-33.9,1.05,850171.SI,畜禽养殖,46.7,2020-03-31,2020-04-30,0.78,-1.55,预增,2561.8567,3892.785
2876,600976.SH,74.8,-33.33,60.0,60.6,57.3,15.2,7.8156,-7.7,1.12,851521.SI,中药,78.0,2020-03-31,2020-04-29,0.04,2.53,,,
2877,600977.SH,28.8,-164.21,47.4,36.3,11.1,37.4,9.1636,-24.9,1.41,852242.SI,影视动漫,59.5,2020-03-31,2020-04-25,0.89,1.71,,,
2878,600978.SH,0.2,-325.0,17.3,0.3,14.0,49.6,-2.2954,-70.7,0.77,851432.SI,家具,7.9,2020-03-31,2020-04-30,0.22,-0.86,,,
2879,600979.SH,25.4,-68.74,43.9,11.9,38.9,18.8,6.5199,-18.5,0.45,851612.SI,水电,67.4,2020-03-31,2020-04-30,0.0,-0.65,,,
2880,600980.SH,36.2,-11.66,54.8,14.0,90.4,33.0,7.5563,-41.1,1.38,850522.SI,磁性材料,53.3,2020-03-31,2020-04-28,,0.7,,,
2881,600981.SH,12.3,-122.22,42.0,14.0,41.1,45.4,6.3245,-36.4,1.09,852021.SI,贸易,21.6,2020-03-31,2020-04-27,0.0,-1.84,略减,,
2882,600982.SH,22.0,-46.04,54.0,22.4,50.3,41.3,4.0599,-24.4,0.46,851614.SI,热电,4.8,2020-03-31,2020-04-29,,-1.1,,,
2883,600983.SH,33.8,-600.0,42.7,45.5,16.9,78.4,-8.2039,-33.6,2.65,851113.SI,洗衣机,71.4,2020-03-31,2020-04-30,0.0,2.51,不确定,,
2884,600984.SH,86.0,-378.49,96.6,99.4,9.5,71.8,14.3902,-6.9,0.62,850722.SI,工程机械,27.8,2020-03-31,2020-04-30,0.31,3.46,,,
2885,600985.SH,22.9,-11.63,59.7,9.4,68.0,6.6,20.1246,-29.2,0.62,850221.SI,煤炭开采,10.1,2020-03-31,2020-04-29,2.02,-1.25,,,
2886,600986.SH,41.7,-50.0,6.4,71.2,32.5,82.2,-51.8094,-19.8,0.43,852243.SI,营销服务,88.1,2020-03-31,2020-04-28,0.33,0.61,不确定,,
2887,600987.SH,23.7,-41.67,54.7,28.3,36.3,4.4,16.1745,-20.3,1.14,851314.SI,印染,9.7,2020-03-31,2020-04-24,1.01,-1.29,,,
2888,600988.SH,90.3,-75.0,90.3,93.0,31.4,58.4,6.8834,-3.3,2.01,850531.SI,黄金,52.9,2020-03-31,2020-04-30,3.19,2.19,,,
2889,600989.SH,36.2,-26.67,75.3,14.0,70.7,12.5,20.5314,-36.7,0.94,850222.SI,焦炭加工,27.3,2020-03-31,2020-04-28,1.01,-1.15,,,
2890,600990.SH,24.5,-5.98,30.1,42.6,47.0,81.3,4.5673,-36.6,1.02,857431.SI,地面兵装,39.6,2020-03-31,2020-04-29,0.73,-0.5,,,
2891,600992.SH,26.5,-187.4,57.3,18.6,12.4,37.0,2.081,-29.0,0.65,850751.SI,金属制品,68.3,2020-03-31,2020-04-29,,-0.64,,,
2892,600993.SH,85.3,-19.35,74.1,70.3,51.9,40.5,14.9127,0.0,2.15,851521.SI,中药,78.0,2020-03-31,2020-04-25,3.28,10.02,,,
2893,600995.SH,70.6,-44.44,76.9,47.0,45.1,27.6,16.0573,-8.2,0.77,851612.SI,水电,67.4,2020-03-31,2020-04-29,0.03,-0.4,,,
2894,600996.SH,13.2,-280.0,23.2,15.1,12.3,43.5,4.7184,-36.2,1.16,852224.SI,有线电视网络,90.7,2020-03-31,2020-04-29,0.36,-1.48,,,
2895,600997.SH,37.1,-13.04,82.2,19.9,52.7,70.8,10.5256,-24.1,0.77,850221.SI,煤炭开采,10.1,2020-03-31,2020-04-30,0.01,-1.01,,,
2896,600998.SH,92.5,77.78,70.4,82.4,78.7,36.4,9.2772,-12.6,0.93,851541.SI,医药商业,89.4,2020-03-31,2020-04-28,2.98,1.3,不确定,,
2897,600999.SH,80.9,-17.24,57.0,73.9,53.9,39.4,8.7861,-3.3,1.42,851931.SI,证券,83.3,2020-03-31,2020-04-29,2.08,-0.37,,,
2898,601000.SH,38.5,-3.59,50.0,28.3,50.9,8.3,10.8114,-17.0,0.67,851711.SI,港口,56.4,2020-03-31,2020-04-29,1.29,0.9,,,
2899,601001.SH,64.6,21.43,90.9,36.3,83.8,63.4,15.0643,-16.8,0.5,850221.SI,煤炭开采,10.1,2020-03-31,2020-04-29,1.7,-0.75,,,
2900,601002.SH,44.8,-88.89,77.6,26.6,23.2,82.3,5.2374,-23.7,1.26,850712.SI,机械基础件,56.8,2020-03-31,2020-04-30,0.15,-1.43,,,
2901,601003.SH,59.2,-57.11,99.0,23.7,41.0,85.0,21.46,-18.7,0.34,850411.SI,普钢,44.9,2020-03-31,2020-04-22,0.83,-0.22,,,
2902,601006.SH,45.8,-37.04,74.8,30.0,45.5,34.4,12.4054,-20.1,1.31,851771.SI,铁路运输,33.5,2020-03-31,2020-04-29,4.65,0.0,,,
2903,601007.SH,26.4,-246.51,80.4,14.0,12.2,51.4,5.0887,-34.3,0.54,852121.SI,酒店,36.1,2020-03-31,2020-04-30,,-0.65,不确定,,
2904,601008.SH,42.4,0.0,67.3,17.4,65.5,37.6,0.2054,-33.7,0.53,851711.SI,港口,56.4,2020-03-31,2020-04-28,,-0.87,,,
2905,601009.SH,42.8,12.82,59.9,37.8,67.8,0.1,15.1237,-17.9,0.54,851911.SI,银行,13.7,2020-03-31,2020-04-30,2.2,0.0,,,
2906,601010.SH,53.0,-80.0,56.9,36.3,27.3,22.4,7.2055,-17.9,1.02,852031.SI,百货,96.5,2020-03-31,2020-04-30,0.06,-2.8,略减,,
2907,601011.SH,19.3,-91.67,68.6,9.4,27.7,72.3,1.1506,-38.7,0.54,850222.SI,焦炭加工,27.3,2020-03-31,2020-04-28,,0.77,,,
2908,601012.SH,99.4,172.22,86.1,89.6,94.5,41.2,23.9542,-0.1,1.83,857333.SI,光伏设备,91.6,2020-03-31,2020-04-23,5.67,3.81,,,
2909,601015.SH,3.4,-300.0,23.5,10.1,5.5,58.4,0.508,-33.3,0.52,850222.SI,焦炭加工,27.3,2020-03-31,2020-04-28,0.01,-1.1,,,
2910,601016.SH,57.0,22.22,84.2,23.7,82.2,33.8,8.1582,-22.6,0.69,851615.SI,新能源发电,28.6,2020-03-31,2020-04-29,0.62,-0.93,,,
2911,601018.SH,46.6,-33.33,61.1,33.5,49.6,7.2,8.6506,-24.1,0.83,851711.SI,港口,56.4,2020-03-31,2020-04-29,0.74,0.57,,,
2912,601019.SH,46.0,-30.0,54.1,22.4,50.1,3.4,15.1241,-19.8,0.54,852241.SI,平面媒体,85.5,2020-03-31,2020-04-30,4.72,-0.49,,,
2913,601020.SH,28.4,-87.5,38.6,12.9,98.2,60.6,5.9915,-40.1,1.07,850553.SI,铅锌,50.2,2020-03-31,2020-04-25,0.0,-1.29,,,
2914,601021.SH,26.6,-148.08,65.8,23.7,17.4,31.7,12.9816,-24.2,0.8,851741.SI,航空运输,31.7,2020-03-31,2020-04-30,3.56,-0.36,,,
2915,601028.SH,93.9,366.34,56.3,95.0,99.2,99.7,0.9924,0.0,2.17,850751.SI,金属制品,68.3,2020-03-31,2020-04-30,,10.02,不确定,,
2916,601038.SH,37.0,341.45,2.8,80.3,99.3,90.2,1.5222,-25.4,1.84,850723.SI,农用机械,2.6,2020-03-31,2020-04-24,1.3,1.11,,,
2917,601058.SH,84.0,57.14,84.0,74.5,79.5,75.8,17.8701,-28.7,0.73,850361.SI,轮胎,43.6,2020-03-31,2020-04-30,3.13,-0.55,,,
2918,601066.SH,89.1,31.58,47.5,93.2,79.7,27.8,10.564,-4.1,1.19,851931.SI,证券,83.3,2020-03-31,2020-04-25,5.76,1.7,,,
2919,601068.SH,0.9,-500.0,16.5,3.1,10.1,58.6,0.3246,-59.2,0.63,857244.SI,其他专业工程,24.7,2020-03-31,2020-04-22,1.68,-0.5,,,
2920,601069.SH,73.6,-198.6,86.6,47.0,70.2,60.2,2.4229,-26.9,1.09,850531.SI,黄金,52.9,2020-03-31,2020-04-29,0.87,-0.94,,,
2921,601086.SH,42.7,-71.43,40.7,36.3,29.3,15.5,6.3849,-21.1,0.44,852031.SI,百货,96.5,2020-03-31,2020-04-30,,0.0,,,
2922,601088.SH,33.7,-22.12,75.8,15.1,63.0,40.5,12.7264,-23.9,0.69,850221.SI,煤炭开采,10.1,2020-03-31,2020-04-25,0.61,-0.88,,,
2923,601098.SH,41.7,-35.29,31.7,33.5,56.3,6.8,9.399,-16.3,0.82,852241.SI,平面媒体,85.5,2020-03-31,2020-04-28,7.66,0.66,,,
2924,601099.SH,24.0,-73.08,5.9,47.0,25.9,96.5,4.4864,-21.3,1.32,851931.SI,证券,83.3,2020-03-31,2020-04-30,1.22,1.54,不确定,,
2925,601100.SH,97.7,5.41,97.1,97.7,63.4,73.8,25.5899,-2.0,1.74,850712.SI,机械基础件,56.8,2020-03-31,2020-04-30,10.05,4.3,,,
2926,601101.SH,29.3,-88.89,99.9,6.5,32.3,96.0,3.5348,-40.7,1.97,850221.SI,煤炭开采,10.1,2020-03-31,2020-04-28,0.03,5.88,略减,,
2927,601106.SH,81.7,40.0,83.4,39.5,98.5,55.6,1.1718,-17.6,0.41,850725.SI,冶金矿采化工设备,73.1,2020-03-31,2020-04-30,0.01,-0.69,,,
2928,601107.SH,15.9,-162.72,44.8,28.3,15.6,33.9,7.2745,-19.6,0.8,851731.SI,高速公路,15.9,2020-03-31,2020-04-30,0.52,-1.16,略减,,
2929,601108.SH,66.1,-50.0,68.6,50.2,34.1,34.9,9.1358,-18.6,1.12,851931.SI,证券,83.3,2020-03-31,2020-04-25,2.04,1.89,,,
2930,601111.SH,9.3,-275.0,36.7,18.6,10.9,45.4,6.8643,-33.8,0.7,851741.SI,航空运输,31.7,2020-03-31,2020-04-30,0.7,-0.3,不确定,,
2931,601113.SH,6.9,-75.0,13.2,0.7,53.5,69.6,-26.0365,-70.2,1.31,852033.SI,多业态零售,87.7,2020-03-31,2020-04-30,,-3.47,,,
2932,601116.SH,70.0,40.08,48.9,55.2,83.1,13.1,5.1079,-11.1,0.78,852032.SI,超市,69.2,2020-03-31,2020-04-28,0.02,-0.28,,,
2933,601117.SH,50.1,-15.38,69.3,39.5,52.8,23.0,9.0063,-29.2,1.0,857242.SI,化学工程,41.9,2020-03-31,2020-04-30,7.82,-1.62,,,
2934,601118.SH,7.6,-1140.0,13.5,47.0,3.7,93.9,1.3839,-20.7,0.88,850113.SI,其他种植业,1.3,2020-03-31,2020-04-29,0.05,-0.2,,,
2935,601126.SH,35.8,-166.1,30.3,61.5,23.9,47.5,4.7625,-29.7,1.91,857321.SI,电网自动化,60.8,2020-03-31,2020-04-30,0.07,-4.48,,,
2936,601127.SH,7.9,-488.89,22.4,8.2,7.9,72.5,1.24,-40.2,0.93,850911.SI,乘用车,79.7,2020-03-31,2020-04-28,0.01,-2.82,,,
2937,601128.SH,49.2,-5.0,56.1,55.2,66.8,1.9,11.997,-22.8,0.67,851911.SI,银行,13.7,2020-03-31,2020-04-23,3.55,-0.96,,,
2938,601137.SH,89.2,21.43,65.1,89.4,85.3,12.5,12.1176,-0.6,0.89,850552.SI,铜,47.1,2020-03-31,2020-04-28,,0.81,,,
2939,601138.SH,64.4,-40.0,41.1,72.6,49.5,2.5,23.031,-32.8,1.04,850851.SI,电子系统组装,85.9,2020-03-31,2020-04-30,11.3,-2.01,,,
2940,601139.SH,55.5,0.0,56.4,68.3,61.5,0.7,10.4648,-24.9,1.34,851631.SI,燃气,14.1,2020-03-31,2020-04-29,1.14,-1.52,,,
2941,601155.SH,57.3,33.33,87.1,21.1,88.1,63.3,36.7205,-28.5,1.2,851811.SI,房地产开发,29.1,2020-03-31,2020-04-29,2.94,-1.39,,,
2942,601158.SH,55.7,-14.29,72.7,41.1,62.8,30.1,11.3701,-11.1,0.85,851621.SI,水务,21.1,2020-03-31,2020-04-29,0.18,-0.2,,,
2943,601162.SH,14.3,-36.0,23.8,8.2,40.5,12.9,2.5181,-38.4,0.88,851931.SI,证券,83.3,2020-03-31,2020-04-28,2.05,0.63,,,
2944,601163.SH,61.5,5.26,52.2,64.6,63.9,35.7,8.7144,-19.0,0.79,850361.SI,轮胎,43.6,2020-03-31,2020-04-23,0.01,-0.3,,,
2945,601166.SH,28.0,6.32,46.6,31.7,62.8,0.3,13.078,-23.7,0.9,851911.SI,银行,13.7,2020-03-31,2020-04-29,2.82,-0.57,,,
2946,601168.SH,20.0,-70.0,16.9,41.1,30.7,79.5,10.7071,-21.7,0.72,850553.SI,铅锌,50.2,2020-03-31,2020-04-25,0.19,-0.71,,,
2947,601169.SH,25.8,6.67,42.6,30.0,61.8,0.9,10.7318,-19.2,0.7,851911.SI,银行,13.7,2020-03-31,2020-04-28,2.35,-0.41,,,
2948,601177.SH,46.9,-45.6,78.3,31.7,30.1,39.2,1.2014,-35.1,1.03,850712.SI,机械基础件,56.8,2020-03-31,2020-04-28,,-1.44,,,
2949,601179.SH,29.9,-64.71,22.7,80.7,33.0,24.9,2.0943,-37.4,0.76,857341.SI,高压设备,14.5,2020-03-31,2020-04-29,0.07,1.0,,,
2950,601186.SH,26.9,-34.88,56.2,31.7,50.1,4.1,10.6344,-25.0,1.11,857234.SI,铁路建设,4.0,2020-03-31,2020-04-30,1.59,-1.52,,,
2951,601188.SH,18.3,-97.3,54.2,23.7,23.3,20.6,8.3597,-26.6,0.92,851731.SI,高速公路,15.9,2020-03-31,2020-04-29,,-0.76,,,
2952,601198.SH,47.5,-45.0,37.8,48.6,35.9,28.5,6.1137,-18.2,0.95,851931.SI,证券,83.3,2020-03-31,2020-04-30,1.22,1.0,不确定,,
2953,601199.SH,39.9,0.0,33.3,55.2,74.9,13.4,8.3161,-22.6,0.72,851621.SI,水务,21.1,2020-03-31,2020-04-24,0.02,-0.26,,,
2954,601200.SH,62.3,1.44,55.0,65.6,79.4,7.4,9.6661,-22.8,0.91,851641.SI,环保工程及服务,26.4,2020-03-31,2020-04-30,0.6,0.0,,,
2955,601208.SH,91.1,900.0,87.6,80.0,98.7,72.7,3.1175,-13.8,0.81,850351.SI,其他塑料制品,32.6,2020-03-31,2020-04-29,0.02,-1.43,,,
2956,601211.SH,56.7,-42.42,36.1,59.7,40.6,15.8,6.6196,-12.3,0.85,851931.SI,证券,83.3,2020-03-31,2020-04-30,1.77,0.06,,,
2957,601212.SH,5.9,-209.09,41.0,3.8,3.9,54.3,0.4893,-48.4,0.68,850552.SI,铜,47.1,2020-03-31,2020-04-30,0.0,-1.15,,,
2958,601216.SH,44.2,-12.95,63.1,23.7,79.3,18.2,14.1087,-16.7,1.3,850322.SI,氯碱,26.9,2020-03-31,2020-04-30,0.83,-0.77,,,
2959,601218.SH,44.0,209.72,6.9,48.6,95.1,80.2,2.6255,-15.3,0.75,857332.SI,风电设备,71.8,2020-03-31,2020-04-28,0.08,-2.12,略增,,
2960,601222.SH,70.6,-11.11,61.0,67.5,59.9,18.3,6.9275,-17.0,0.79,857323.SI,计量仪表,52.0,2020-03-31,2020-04-25,0.87,-1.14,,,
2961,601225.SH,54.6,-14.29,91.3,28.3,73.6,97.5,21.3801,-25.6,0.52,850221.SI,煤炭开采,10.1,2020-03-31,2020-04-30,1.86,-1.24,,,
2962,601226.SH,40.8,-145.83,89.5,25.1,25.0,96.5,2.2887,-25.7,1.46,857244.SI,其他专业工程,24.7,2020-03-31,2020-04-24,0.06,-1.33,不确定,,
2963,601228.SH,33.0,0.0,48.8,17.4,67.5,5.6,6.5972,-28.3,0.64,851711.SI,港口,56.4,2020-03-31,2020-04-30,0.01,-1.62,,,
2964,601229.SH,17.8,5.71,51.5,11.9,59.3,1.6,12.0109,-33.5,0.92,851911.SI,银行,13.7,2020-03-31,2020-04-29,2.59,-0.97,,,
2965,601231.SH,92.7,-10.0,66.0,92.9,65.3,42.9,12.8239,-21.0,0.76,850852.SI,电子零部件制造,100.0,2020-03-31,2020-04-30,3.24,-0.65,,,
2966,601233.SH,54.7,-20.69,73.8,45.5,44.9,66.9,16.4463,-22.8,0.89,850341.SI,涤纶,37.0,2020-03-31,2020-04-29,2.92,-1.6,,,
2967,601238.SH,35.7,-96.3,50.4,31.7,25.9,36.2,8.447,-31.8,0.9,850911.SI,乘用车,79.7,2020-03-31,2020-04-29,0.46,-0.55,,,
2968,601258.SH,25.4,78.57,0.0,48.6,74.7,99.9,1.3241,-24.9,1.52,850941.SI,汽车服务,52.4,2020-03-31,2020-04-30,0.0,-2.31,,,
2969,601258.SH,25.4,78.57,0.0,48.6,74.7,99.9,1.3711,-24.9,1.52,850941.SI,汽车服务,52.4,2020-03-31,2020-04-30,0.0,-2.31,,,
2970,601288.SH,32.0,5.88,44.5,36.3,62.7,0.2,11.7225,-12.5,0.77,851911.SI,银行,13.7,2020-03-31,2020-04-29,0.44,-0.3,,,
2971,601311.SH,36.6,-57.89,48.3,36.3,37.2,12.2,9.6271,-25.2,1.06,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-30,0.67,-1.09,,,
2972,601318.SH,51.6,-42.35,77.3,39.5,39.4,20.7,24.3004,-20.8,1.63,851941.SI,保险,35.7,2020-03-31,2020-04-24,6.85,-1.11,,,
2973,601319.SH,31.7,23.08,64.9,14.0,66.7,19.3,13.3498,-35.8,1.08,851941.SI,保险,35.7,2020-03-31,2020-04-30,0.82,-1.54,,,
2974,601326.SH,61.6,150.0,83.9,19.9,88.8,61.2,6.5338,-30.2,1.04,851711.SI,港口,56.4,2020-03-31,2020-04-29,0.86,-0.38,,,
2975,601328.SH,25.6,-10.71,46.6,26.6,59.8,0.3,10.3618,-19.6,0.78,851911.SI,银行,13.7,2020-03-31,2020-04-29,1.45,-0.59,,,
2976,601330.SH,46.5,0.0,52.8,50.2,84.8,10.1,13.5343,-46.8,0.45,851641.SI,环保工程及服务,26.4,2020-03-31,2020-04-30,0.17,-0.42,,,
2977,601333.SH,6.9,-218.18,31.2,11.0,14.2,40.5,2.5796,-32.9,0.73,851771.SI,铁路运输,33.5,2020-03-31,2020-04-29,2.13,0.0,不确定,,
2978,601336.SH,63.9,37.96,82.4,34.9,81.0,27.3,19.4071,-23.5,0.78,851941.SI,保险,35.7,2020-03-31,2020-04-29,1.95,-1.33,,,
2979,601339.SH,16.4,-37.5,25.9,18.6,48.8,20.1,3.792,-25.1,0.99,851312.SI,棉纺,48.9,2020-03-31,2020-04-28,0.89,-1.14,,,
2980,601360.SH,61.3,-50.0,68.3,37.8,55.4,42.2,22.7037,-36.9,0.85,852225.SI,软件开发,91.2,2020-03-31,2020-04-24,2.11,-1.07,,,
2981,601366.SH,42.3,-172.73,33.4,50.2,17.1,34.9,5.7829,-14.9,0.46,852033.SI,多业态零售,87.7,2020-03-31,2020-04-30,,0.32,,,
2982,601368.SH,26.7,-55.41,37.2,39.5,52.7,16.0,7.0589,-23.0,0.3,851621.SI,水务,21.1,2020-03-31,2020-04-28,0.0,1.12,,,
2983,601369.SH,79.5,25.0,79.8,48.6,79.2,28.8,9.3596,-11.5,0.77,850716.SI,其它通用机械,63.9,2020-03-31,2020-04-28,0.12,-0.48,,,
2984,601375.SH,30.0,-140.0,19.2,50.2,20.5,45.1,0.5934,-24.9,0.95,851931.SI,证券,83.3,2020-03-31,2020-04-30,0.4,0.41,,,
2985,601377.SH,82.3,-72.84,98.8,53.9,32.1,78.5,5.2662,-18.1,1.27,851931.SI,证券,83.3,2020-03-31,2020-04-25,1.51,0.81,,,
2986,601388.SH,34.5,473.81,30.8,37.8,99.8,94.5,4.3471,-36.0,0.7,850551.SI,铝,32.2,2020-03-31,2020-04-30,0.0,0.0,,,
2987,601388.SH,34.5,473.81,30.8,37.8,99.8,94.5,4.3285,-36.0,0.7,850551.SI,铝,32.2,2020-03-31,2020-04-30,0.0,0.0,,,
2988,601390.SH,30.0,-12.0,69.1,21.1,57.8,10.2,11.4595,-24.7,0.83,857234.SI,铁路建设,4.0,2020-03-31,2020-04-30,1.47,-0.98,,,
2989,601398.SH,33.0,4.35,46.3,39.5,57.7,0.1,12.4735,-15.0,1.16,851911.SI,银行,13.7,2020-03-31,2020-04-29,0.45,-0.39,,,
2990,601500.SH,17.0,-80.0,24.3,31.7,27.5,18.4,3.2922,-19.7,0.76,850361.SI,轮胎,43.6,2020-03-31,2020-04-28,,-0.67,,,
2991,601515.SH,30.4,-17.65,36.5,17.4,66.4,7.2,10.0045,-31.5,0.86,851421.SI,包装印刷,76.7,2020-03-31,2020-04-30,0.67,-1.49,,,
2992,601518.SH,12.1,-200.0,42.7,26.6,12.6,40.6,5.2978,-30.2,0.47,851731.SI,高速公路,15.9,2020-03-31,2020-04-25,,-0.87,不确定,,
2993,601519.SH,44.4,-533.33,28.5,68.3,5.5,68.1,0.4099,-26.7,0.99,852225.SI,软件开发,91.2,2020-03-31,2020-04-30,0.13,0.13,,,
2994,601555.SH,61.7,-36.84,74.6,34.9,38.8,90.2,5.0451,-18.3,0.94,851931.SI,证券,83.3,2020-03-31,2020-04-30,1.47,1.57,,,
2995,601566.SH,14.9,-76.6,39.2,16.2,42.6,18.6,8.5102,-34.5,0.92,851322.SI,男装,33.0,2020-03-31,2020-04-24,0.0,0.57,,,
2996,601567.SH,75.4,-6.25,69.6,68.3,68.6,40.7,13.37,-24.6,0.86,857323.SI,计量仪表,52.0,2020-03-31,2020-04-30,1.76,-2.16,,,
2997,601577.SH,35.0,12.5,58.2,30.0,66.9,1.6,14.185,-21.3,0.72,851911.SI,银行,13.7,2020-03-31,2020-04-30,1.39,-0.25,,,
2998,601579.SH,45.5,-46.99,44.1,53.9,48.4,7.2,5.2813,-11.1,2.07,851236.SI,黄酒,34.4,2020-03-31,2020-04-28,,2.8,,,
2999,601588.SH,30.8,-79.17,80.5,16.2,31.4,52.7,10.1514,-33.1,0.86,851811.SI,房地产开发,29.1,2020-03-31,2020-04-29,1.66,-1.08,,,
3000,601595.SH,30.8,-258.33,26.2,66.6,6.4,42.5,5.7069,-30.6,0.65,852242.SI,影视动漫,59.5,2020-03-31,2020-04-25,0.0,0.6,不确定,,
3001,601598.SH,19.0,-62.5,43.7,10.1,36.2,9.0,10.8505,-42.6,0.93,851781.SI,物流,69.6,2020-03-31,2020-04-30,4.06,0.0,不确定,,
3002,601599.SH,9.2,-800.0,3.9,41.1,2.8,87.4,-46.8248,-33.5,1.78,852242.SI,影视动漫,59.5,2020-03-31,2020-04-30,,10.16,,,
3003,601600.SH,28.6,-108.7,91.4,12.9,3.7,96.9,1.5895,-32.9,0.69,850551.SI,铝,32.2,2020-03-31,2020-04-29,1.01,-1.42,,,
3004,601601.SH,48.4,55.0,76.8,21.1,76.1,26.2,16.9151,-29.4,0.92,851941.SI,保险,35.7,2020-03-31,2020-04-25,1.59,-1.79,,,
3005,601606.SH,60.0,16.67,80.1,36.3,74.1,37.8,4.4447,-30.0,0.99,857431.SI,地面兵装,39.6,2020-03-31,2020-04-28,,-5.41,,,
3006,601607.SH,68.4,-7.5,50.5,57.6,56.7,0.8,10.1174,-18.0,0.63,851541.SI,医药商业,89.4,2020-03-31,2020-04-29,2.42,-0.27,,,
3007,601608.SH,57.6,50.0,90.2,25.1,99.5,89.2,1.6323,-29.0,0.92,850724.SI,重型机械,5.3,2020-03-31,2020-04-29,0.05,-1.98,,,
3008,601611.SH,19.2,-28.57,50.9,21.1,39.8,12.3,9.4128,-24.2,0.92,857235.SI,其他基础建设,11.9,2020-03-31,2020-04-30,0.01,-1.11,,,
3009,601615.SH,88.7,175.0,67.8,72.6,97.0,39.7,12.7556,-11.9,0.6,857332.SI,风电设备,71.8,2020-03-31,2020-04-30,3.44,-0.48,,,
3010,601616.SH,77.9,6.25,97.0,39.5,88.1,88.2,6.9365,-23.0,1.23,857342.SI,中压设备,42.7,2020-03-31,2020-04-28,,-1.85,,,
3011,601618.SH,31.7,0.0,44.8,30.0,69.7,0.4,7.2567,-19.5,0.59,857244.SI,其他专业工程,24.7,2020-03-31,2020-04-29,1.07,-0.4,,,
3012,601619.SH,30.8,-0.85,71.6,8.2,76.8,27.8,9.8207,-44.2,0.88,851615.SI,新能源发电,28.6,2020-03-31,2020-04-25,1.95,-1.01,,,
3013,601628.SH,77.3,0.0,94.9,57.6,61.2,55.8,16.143,-23.8,0.95,851941.SI,保险,35.7,2020-03-31,2020-04-24,0.31,-1.32,,,
3014,601633.SH,31.3,-184.06,25.5,48.6,14.5,38.8,8.4113,-19.9,0.89,850911.SI,乘用车,79.7,2020-03-31,2020-04-25,0.62,-1.34,,,
3015,601636.SH,80.9,-26.34,62.5,85.3,51.3,66.0,17.0355,-5.7,0.78,850611.SI,玻璃制造,55.1,2020-03-31,2020-04-15,3.63,-1.43,,,
3016,601666.SH,51.9,-4.53,72.0,44.1,61.6,98.0,8.4945,-15.0,0.41,850221.SI,煤炭开采,10.1,2020-03-31,2020-04-28,0.4,-0.79,,,
3017,601668.SH,36.4,-14.29,58.0,34.9,52.1,1.0,16.0724,-19.4,0.84,850623.SI,房屋建设,22.5,2020-03-31,2020-04-30,2.78,0.0,,,
3018,601669.SH,13.2,-13.53,40.2,11.0,51.4,1.1,7.4761,-35.6,0.59,857233.SI,水利工程,25.1,2020-03-31,2020-04-30,1.45,-0.28,,,
3019,601677.SH,50.7,-16.67,80.3,37.8,45.5,15.2,14.1333,-29.5,0.82,850551.SI,铝,32.2,2020-03-31,2020-04-28,,-0.56,,,
3020,601678.SH,22.3,-77.78,72.3,10.1,36.6,67.4,7.0309,-43.5,0.9,850322.SI,氯碱,26.9,2020-03-31,2020-04-23,0.6,-1.15,,,
3021,601688.SH,74.3,-5.88,65.0,53.9,62.9,21.5,7.9685,-17.9,0.81,851931.SI,证券,83.3,2020-03-31,2020-04-30,3.08,-0.1,,,
